9196,total
106.0,27922.76785683632
104.0,
59.0,
105.0,
70.0,
105.0,
81.0,
83.0,
101.0,
102.0,
98.0,
105.0,
103.0,
97.0,
97.0,
105.0,
105.0,
77.0,
106.0,
103.0,
92.0,
87.0,
88.0,
87.0,
55.0,
105.0,
101.0,
99.0,
102.0,
104.0,
79.0,
104.0,
76.0,
103.0,
71.0,
96.0,
103.0,
89.0,
97.0,
69.0,
96.0,
104.0,
104.0,
104.0,
104.0,
60.0,
102.0,
87.0,
103.0,
103.0,
104.0,
102.0,
82.0,
103.0,
78.0,
106.0,
105.0,
105.0,
103.0,
72.0,
97.0,
80.0,
72.0,
103.0,
103.0,
98.0,
94.0,
58.0,
102.0,
102.0,
102.0,
103.0,
97.0,
102.0,
103.0,
90.0,
98.0,
103.0,
103.0,
106.0,
105.0,
103.0,
76.0,
102.0,
102.0,
95.0,
82.0,
105.0,
59.0,
52.0,
102.0,
89.0,
101.0,
83.0,
88.0,
102.0,
96.0,
103.0,
88.0,
102.0,
90.0,
97.0,
106.0,
73.0,
89.0,
96.0,
103.0,
103.0,
103.0,
96.0,
88.0,
103.0,
76.0,
96.0,
91.0,
105.0,
104.0,
70.0,
95.0,
105.0,
103.0,
76.0,
97.0,
63.0,
89.0,
58.0,
102.0,
97.0,
97.0,
97.0,
98.0,
97.0,
102.0,
78.0,
99.0,
71.0,
90.0,
104.0,
105.0,
106.0,
98.0,
89.0,
104.0,
105.0,
78.0,
87.0,
105.0,
103.0,
105.0,
99.0,
103.0,
103.0,
103.0,
103.0,
99.0,
98.0,
103.0,
103.0,
103.0,
102.0,
97.0,
102.0,
98.0,
103.0,
89.0,
99.0,
103.0,
98.0,
52.0,
98.0,
103.0,
103.0,
103.0,
102.0,
103.0,
103.0,
103.0,
89.0,
102.0,
103.0,
80.0,
103.0,
103.0,
90.0,
102.0,
102.0,
80.0,
102.0,
102.0,
102.0,
89.0,
103.0,
102.0,
103.0,
102.0,
80.0,
103.0,
103.0,
103.0,
103.0,
102.0,
103.0,
104.0,
104.0,
96.0,
101.0,
105.0,
105.0,
96.0,
101.0,
104.0,
101.0,
104.0,
96.0,
104.0,
104.0,
104.0,
104.0,
105.0,
104.0,
103.0,
104.0,
96.0,
104.0,
96.0,
104.0,
105.0,
102.0,
104.0,
104.0,
96.0,
104.0,
104.0,
104.0,
104.0,
105.0,
72.0,
88.0,
105.0,
105.0,
88.0,
104.0,
105.0,
97.0,
97.0,
104.0,
104.0,
105.0,
104.0,
105.0,
103.0,
88.0,
88.0,
64.0,
79.0,
103.0,
104.0,
88.0,
76.0,
103.0,
72.0,
103.0,
88.0,
89.0,
98.0,
104.0,
81.0,
103.0,
103.0,
89.0,
89.0,
62.0,
104.0,
105.0,
104.0,
103.0,
104.0,
93.0,
104.0,
99.0,
105.0,
105.0,
77.0,
86.0,
104.0,
104.0,
106.0,
106.0,
96.0,
