time,train_loss,valid_loss,train_acc,valid_acc
161.6343550682068,1.3910337208722525,1.2668793981240025,42.22840579710145,50.252847380410024
162.62901282310486,1.2840959409268007,1.1437057928778316,50.455652173913045,56.07441154138193
162.31996393203735,1.2169062718158759,1.0543822479139429,52.74512077294686,60.618071374335614
161.23589754104614,1.1343412174766767,0.9582477803472867,55.24019323671497,63.44419134396355
161.33838319778442,0.9894775902958596,0.8640420754343249,58.63497584541063,62.933940774487475
161.48324632644653,0.8508499395678153,0.8380625839249691,65.92541062801932,63.63857251328778
162.65632009506226,0.8073440417809331,0.8123738939846296,68.76212560386473,65.99544419134396
162.76019954681396,0.7739120316163497,0.7847569702290729,70.14570048309179,68.80182232346242
163.71735262870789,0.745774717538613,0.7881997930184402,71.54009661835748,69.54290053151101
162.02964043617249,0.7244672109204646,0.7803333331756548,72.24502415458937,70.19893697798025
163.60423612594604,0.7118682530425166,0.7701970807919469,72.94067632850242,70.87319665907366
167.3090512752533,0.6968553693387387,0.7668048684218659,73.3951690821256,71.67501898253607
165.61907029151917,0.685204876149838,0.7604474399292569,74.10009661835748,71.78435839028094
167.01846313476562,0.672671838681695,0.7513009216537417,74.49739130434783,72.76841305998481
164.27373051643372,0.6634815375701241,0.755931513591888,74.89314009661835,72.11845102505694
167.05708074569702,0.6513929635797434,0.7484668947207539,75.32753623188405,72.99924069855733
163.75633239746094,0.6441332943078832,0.7587089706481001,75.38782608695652,72.28853454821564
171.0512728691101,0.6381776736878254,0.7426649931939877,75.61661835748792,73.06605922551253
174.12186694145203,0.6304397695086861,0.745096169146246,76.07111111111111,73.32725892179195
176.35798239707947,0.6227549645128313,0.7422962180347993,76.22260869565217,73.5459377372817
174.03330612182617,0.6157442105554296,0.7452388229067795,76.62763285024154,73.63705391040243
174.7988519668579,0.610778453114312,0.7392984131971995,76.89816425120773,73.6127562642369
175.49699091911316,0.6020911756161474,0.7375238003971546,77.19342995169082,73.87395596051633
174.28648781776428,0.5986910564949115,0.7403327302445765,77.32173913043478,73.47304479878511
175.85908460617065,0.5911370284725791,0.7388794929943215,77.6664734299517,73.63097949886105
174.27891087532043,0.5883699454957448,0.7521497942592126,77.53507246376812,73.60668185269552
174.9883074760437,0.5812346006659926,0.7695172784359237,78.1472463768116,73.02961275626424
175.64763951301575,0.5806479276828288,0.7763879301200424,77.9416425120773,72.67122247532271
174.88666248321533,0.5752191306369892,0.755291493602476,78.287922705314,73.63705391040243
174.8262059688568,0.5670501314967439,0.7779560958062869,78.6048309178744,72.59832953682611
175.53532934188843,0.5613490348730398,0.7670644089500381,78.75787439613526,73.2786636294609
173.4422311782837,0.5599712315504102,0.782460144526504,78.70685990338164,72.54365983295368
174.91143989562988,0.5548623297988001,0.7866834189598544,79.00676328502415,72.33105542900532
178.80191922187805,0.5483735187103351,0.765645871921842,79.32521739130435,72.9749430523918
176.51168084144592,0.5452757031909653,0.7885556291836903,79.32676328502416,72.22779043280183
176.33895897865295,0.543190695433585,0.7858411743501506,79.49526570048309,72.21564160971906
176.7476236820221,0.5412958160802218,0.7862503348921136,79.4272463768116,72.15489749430525
174.8010036945343,0.5332155073432315,0.7733348633361388,79.73333333333333,72.71981776765377
177.6904501914978,0.5306912663246051,0.7834927881632959,79.79516908212561,72.47684130599848
185.10594010353088,0.5273987830203513,0.7933447619528144,80.01159420289855,72.28246013667426
