time,train_loss,valid_loss,train_acc,valid_acc
1461.455228805542,1.061667861593741,1.0240285070691812,57.99778154007823,59.517069609653454
1485.0538136959076,0.7961877479845029,0.9353949886330335,70.25353069488746,63.95744406750548
1458.7639565467834,0.7480773354983555,0.9040725300918865,72.12578349317214,65.97195860351269
1510.1002404689789,0.7188048125841597,0.9236839086811729,73.36013883950132,65.25889981534762
1446.5048425197601,0.7007484235131767,0.9176766099902985,74.03319198170036,65.73298406836432
1496.8520386219025,0.6846495193152775,0.9249397447500631,74.54626125815336,65.50830935715206
1457.1604001522064,0.6701666510541557,0.9194593165443675,74.87353186249794,65.64160261089879
1428.5608763694763,0.6571833380186105,0.912438279414139,75.19587727352337,65.91226864774337
1446.844733953476,0.6472610307079779,0.9074296673836845,75.60432865050764,65.94730965774896
1447.870762348175,0.6402476959774767,0.9042504169931529,75.8972927358706,66.39322368703569
1454.8964071273804,0.6329249271066094,0.8974144543543623,76.23203604732007,66.82058659337828
1434.1886322498322,0.6273560682285407,0.9049028417305667,76.43328963639549,66.63507536393696
1405.302277803421,0.6214339027475475,0.8706084236757964,76.67258609800498,67.71516296646197
1405.0175442695618,0.6156539422911917,0.8369697738060828,76.98236377435397,69.17520505002791
1404.1747829914093,0.6118705102357386,0.8171582690974388,77.09734156321815,69.56198737493021
1404.7848632335663,0.6067562102316926,0.8034634029949219,77.3025013400984,70.4881693648817
1405.2738695144653,0.6033005459881856,0.7887023314318529,77.46978807869695,70.98840554815992
1405.082356929779,0.599882706662836,0.7769262361850019,77.6771557008582,71.51741314896724
1419.3101439476013,0.5963409879684681,0.763640975978512,77.79536034051768,72.11727573324173
1455.903849363327,0.5917397908655762,0.7614469100507336,77.97691315631651,72.26358053849788
1467.4184031486511,0.5889970932670159,0.7702508098558414,78.02990144306041,72.19762099025208
1510.048589706421,0.5870535876492698,0.7662849787654845,78.14674740870082,72.37488727616267
1508.2269132137299,0.5836923876063004,0.7541211359118076,78.24321326405511,72.8015631038777
1447.4201591014862,0.5793886279638559,0.7343252067757988,78.40149878727729,73.24610297590931
1437.4844579696655,0.5771631751445586,0.7206700570228997,78.43037061018262,74.11499978528794
1426.864482164383,0.5750503882212015,0.7078968021343105,78.59561933775257,74.45467428178812
1406.4410426616669,0.5717025354727764,0.7030893606969018,78.67764928165418,74.35582084424786
1406.4796798229218,0.569126236261458,0.7232879014180955,78.75883005429388,73.89818353587839
1447.2220842838287,0.5688246329161033,0.6968482217800676,78.80502497094243,74.74539442607464
1419.5760116577148,0.5660660945276103,0.7173032031335391,78.93783535630695,74.1902348950058
1421.387907743454,0.5649336353340987,0.7373352956912883,78.94751590869286,73.34547172242023
1415.7149496078491,0.5613773580725788,0.7086232065695037,78.9915029800604,74.52793404045175
1447.7879412174225,0.5619988415596923,0.6763944796174503,79.01714795217043,75.40670760510156
1447.4448342323303,0.5619197980591454,0.7023950592691217,78.96500883668844,74.34791944003092
1445.7342257499695,0.5597073120786098,0.7018169107054529,79.17390496712115,74.45810967492592
1452.2446184158325,0.5570264781940546,0.6810323701307671,79.13840960837283,75.22463176879805
1450.9751558303833,0.5582621987267677,0.6860151874481308,79.15454386234934,75.0638553699489
1455.3282186985016,0.5572343914330761,0.6672686495633309,79.17424463562593,75.52144973590416
1422.2492892742157,0.5532370630018892,0.6754467333556399,79.35766562820098,75.54103147678963
1406.7836215496063,0.5541531915358698,0.6697400215308192,79.26595513191344,75.51045647786319
1405.687729358673,0.5574738554171437,0.6708417000377727,79.06809822788573,75.47129299609225
1405.2134511470795,0.5568427223669915,0.6819116162165713,79.15335502258264,74.9319362734573
1404.9244709014893,0.5556823305385841,0.660597191870855,79.18120783997368,75.71795422338644
1439.3781914710999,0.5546690924271415,0.6642138080672789,79.24574485587972,75.75780478378495
1450.6610651016235,0.5527013381995847,0.6642350907974492,79.28616540794718,75.7413148967235
1447.7399072647095,0.5511046061738183,0.6569040472669907,79.33762518641963,75.82926096105123
1447.0040256977081,0.5482498276474662,0.6626080002704666,79.44428109691698,75.66985871945721
1454.391137123108,0.5492990202995951,0.6569109698401989,79.39655767199699,75.87976124017692
1450.6377503871918,0.547414759784814,0.6624532835761623,79.46313269893163,75.56336153218534
1456.190175294876,0.5453576918942631,0.6393888694584413,79.55756054325731,76.63314295529695
